perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
80,eM - Pomelo & Leather,Yntenzo,,"Bergamot, Grapefruit, Grass","Jasmine, Nutmeg, Saffron, Violet, Woody notes","Amber, Cashmere wood, Leather, Oakmoss, Sandalwood, Suede, Sugar, Vanilla, Vetiver","Name: eM - Pomelo & Leather Brand: Yntenzo Main accords:  Top notes: Bergamot, Grapefruit, Grass Middle notes: Jasmine, Nutmeg, Saffron, Violet, Woody notes Base notes: Amber, Cashmere wood, Leather, Oakmoss, Sandalwood, Suede, Sugar, Vanilla, Vetiver"
81,eW - Lemon & Cedarwood,Yntenzo,,"Apple, Bellflower, Cedarwood, Sicilian lemon","Bamboo, Jasmine, White rose","Amber, Cedarwood, Musk","Name: eW - Lemon & Cedarwood Brand: Yntenzo Main accords:  Top notes: Apple, Bellflower, Cedarwood, Sicilian lemon Middle notes: Bamboo, Jasmine, White rose Base notes: Amber, Cedarwood, Musk"
82,Fierce,The Dua Brand / Dua Fragrances,"Fresh, Citrus, Spicy, Woody, Synthetic",,,,"Name: Fierce Brand: The Dua Brand / Dua Fragrances Main accords: Fresh, Citrus, Spicy, Woody, Synthetic Top notes:  Middle notes:  Base notes: "
83,Flower Power Ramón Monegal 2010 Eau de Toilette,Ramón Monegal,,"Amber, Cherry, Smoke","Castoreum, Jasmine, Musk, Spices, Vanilla","Benzoin Siam, Oud, Thai oud, Funk","Name: Flower Power Ramón Monegal 2010 Eau de Toilette Brand: Ramón Monegal Main accords:  Top notes: Amber, Cherry, Smoke Middle notes: Castoreum, Jasmine, Musk, Spices, Vanilla Base notes: Benzoin Siam, Oud, Thai oud, Funk"
84,Flower Power Ramón Monegal 2022 Eau de Parfum,Ramón Monegal,,"Loganberry, Pink pepper, Strawberry","Florentine iris, Lily of the valley, Rose","Patchouli, Styrax, Vanilla","Name: Flower Power Ramón Monegal 2022 Eau de Parfum Brand: Ramón Monegal Main accords:  Top notes: Loganberry, Pink pepper, Strawberry Middle notes: Florentine iris, Lily of the valley, Rose Base notes: Patchouli, Styrax, Vanilla"
85,fM - Cardamom & Oakmoss,Yntenzo,"Spicy, Woody, Earthy","Cardamom, Fir, Orange, Petitgrain, Sicilian lemon","Jasmine, Lily of the valley, Rose, Rosemary","Brazilian rosewood, Musk, Oakmoss, Vetiver","Name: fM - Cardamom & Oakmoss Brand: Yntenzo Main accords: Spicy, Woody, Earthy Top notes: Cardamom, Fir, Orange, Petitgrain, Sicilian lemon Middle notes: Jasmine, Lily of the valley, Rose, Rosemary Base notes: Brazilian rosewood, Musk, Oakmoss, Vetiver"
86,Friday Forever,Zara,"Green, Aquatic, Citrus, Fresh, Floral",,,,"Name: Friday Forever Brand: Zara Main accords: Green, Aquatic, Citrus, Fresh, Floral Top notes:  Middle notes:  Base notes: "
87,fW - Blackcurrant & Coffee,Yntenzo,,"Blackcurrant, Green mandarin orange, Pear","Coffee, Jasmine, Orange blossom, Tea","Musk, White woods","Name: fW - Blackcurrant & Coffee Brand: Yntenzo Main accords:  Top notes: Blackcurrant, Green mandarin orange, Pear Middle notes: Coffee, Jasmine, Orange blossom, Tea Base notes: Musk, White woods"
88,generation for Her Playboy 2014 Body Mist,Playboy,"Fruity, Synthetic, Sweet","Cherry, Mandarin orange, Pink pepper","Jasmine leaf, Raspberry, Violet","Cedarwood, Musk, Sandalwood","Name: generation for Her Playboy 2014 Body Mist Brand: Playboy Main accords: Fruity, Synthetic, Sweet Top notes: Cherry, Mandarin orange, Pink pepper Middle notes: Jasmine leaf, Raspberry, Violet Base notes: Cedarwood, Musk, Sandalwood"
89,generation for Her Playboy 2014 Eau de Toilette,Playboy,"Synthetic, Sweet, Fruity, Woody","Cherry, Mandarin orange, Pink pepper","Jasmine leaf, Raspberry, Violet","Cedarwood, Musk, Sandalwood","Name: generation for Her Playboy 2014 Eau de Toilette Brand: Playboy Main accords: Synthetic, Sweet, Fruity, Woody Top notes: Cherry, Mandarin orange, Pink pepper Middle notes: Jasmine leaf, Raspberry, Violet Base notes: Cedarwood, Musk, Sandalwood"
90,generation for Him Playboy 2014 After Shave,Playboy,,"Cinnamon, Pineapple, Bergamot","Tonka bean syrup, Cashmeran, Lavender","Cedarwood, Leather, Vanilla","Name: generation for Him Playboy 2014 After Shave Brand: Playboy Main accords:  Top notes: Cinnamon, Pineapple, Bergamot Middle notes: Tonka bean syrup, Cashmeran, Lavender Base notes: Cedarwood, Leather, Vanilla"
91,generation for Him Playboy 2014 Eau de Toilette,Playboy,"Sweet, Fruity, Oriental, Woody, Spicy","Cinnamon, Pineapple, Bergamot","Tonka bean syrup, Cashmeran, Lavender","Cedarwood, Leather, Vanilla","Name: generation for Him Playboy 2014 Eau de Toilette Brand: Playboy Main accords: Sweet, Fruity, Oriental, Woody, Spicy Top notes: Cinnamon, Pineapple, Bergamot Middle notes: Tonka bean syrup, Cashmeran, Lavender Base notes: Cedarwood, Leather, Vanilla"
92,Girl - Innoscent,Clash,"Resinous, Sweet, Spicy, Oriental, Woody","Pink pepper, Rose","Geranium, Labdanum, Saffron, Moldy Wallpaper","Oud, Gaiac wood, Patchouli, Sandalwood, Vetiver","Name: Girl - Innoscent Brand: Clash Main accords: Resinous, Sweet, Spicy, Oriental, Woody Top notes: Pink pepper, Rose Middle notes: Geranium, Labdanum, Saffron, Moldy Wallpaper Base notes: Oud, Gaiac wood, Patchouli, Sandalwood, Vetiver"
93,Girl - Miss Portofino,Clash,,"Bourbon whiskey, Calabrian bergamot, Herbs, Kumquat, White pepper, Yuzu, Zarbot","Clary sage, Iris, Italian leather, Lavender, Vorblex","Musk, Sandalwood, Sweet notes, Tonka bean, Vetiver, Mothball","Name: Girl - Miss Portofino Brand: Clash Main accords:  Top notes: Bourbon whiskey, Calabrian bergamot, Herbs, Kumquat, White pepper, Yuzu, Zarbot Middle notes: Clary sage, Iris, Italian leather, Lavender, Vorblex Base notes: Musk, Sandalwood, Sweet notes, Tonka bean, Vetiver, Mothball"
94,Girl - Runaway Girl,Clash,"Aquatic, Citrus, Fresh, Synthetic, Fruity",,,,"Name: Girl - Runaway Girl Brand: Clash Main accords: Aquatic, Citrus, Fresh, Synthetic, Fruity Top notes:  Middle notes:  Base notes: "
95,gM - Cinnamon & Myrrh,Yntenzo,,"Bergamot, Ginger, Grapefruit, Green notes, Thyme","Apple, Cinnamon, Leather, Liquor, Vanilla","Cashmeran, Cedar, Myrrh, Patchouli, Sugar, Woody notes","Name: gM - Cinnamon & Myrrh Brand: Yntenzo Main accords:  Top notes: Bergamot, Ginger, Grapefruit, Green notes, Thyme Middle notes: Apple, Cinnamon, Leather, Liquor, Vanilla Base notes: Cashmeran, Cedar, Myrrh, Patchouli, Sugar, Woody notes"
96,gW - Raspberry & Vanilla,Yntenzo,,"Lemon, Neroli, Raspberry",Rose,"Amberwood, Musk, Vanilla","Name: gW - Raspberry & Vanilla Brand: Yntenzo Main accords:  Top notes: Lemon, Neroli, Raspberry Middle notes: Rose Base notes: Amberwood, Musk, Vanilla"
97,hM - Orange & Vetiver,Yntenzo,,"Grapefruit, Orange","Pelargonium, Pepper","Benzoin, Cedar, Patchouli, Vetiver","Name: hM - Orange & Vetiver Brand: Yntenzo Main accords:  Top notes: Grapefruit, Orange Middle notes: Pelargonium, Pepper Base notes: Benzoin, Cedar, Patchouli, Vetiver"
98,hW - White Flower & Tonka Bean,Yntenzo,,"Almond, Bergamot, Coffee","Jasmine sambac, Orris root, Tuberose","Cocoa, Sandalwood, Tonka bean, Vanilla","Name: hW - White Flower & Tonka Bean Brand: Yntenzo Main accords:  Top notes: Almond, Bergamot, Coffee Middle notes: Jasmine sambac, Orris root, Tuberose Base notes: Cocoa, Sandalwood, Tonka bean, Vanilla"
99,iM - Citrus & Amberwood,Yntenzo,"Citrus, Woody, Fruity, Fresh, Floral","Grapefruit, Violet leaf","Brazilian rosewood, Marine notes, Violet, Woody notes","Ambergris, Amberwood","Name: iM - Citrus & Amberwood Brand: Yntenzo Main accords: Citrus, Woody, Fruity, Fresh, Floral Top notes: Grapefruit, Violet leaf Middle notes: Brazilian rosewood, Marine notes, Violet, Woody notes Base notes: Ambergris, Amberwood"
100,ImAction,Toni Cabal / Drops,,"French lavender, Italian bergamot, Italian green mandarin orange, Key lime","Amber, Marine notes, Ozonic notes, Woody notes","Indian mysore sandalwood, Musk","Name: ImAction Brand: Toni Cabal / Drops Main accords:  Top notes: French lavender, Italian bergamot, Italian green mandarin orange, Key lime Middle notes: Amber, Marine notes, Ozonic notes, Woody notes Base notes: Indian mysore sandalwood, Musk"
101,ImAddiction,Toni Cabal / Drops,,"Tobacco absolute, White thyme","Leathery notes, Saffron","Java vetiver, Musk","Name: ImAddiction Brand: Toni Cabal / Drops Main accords:  Top notes: Tobacco absolute, White thyme Middle notes: Leathery notes, Saffron Base notes: Java vetiver, Musk"
102,ImChange,Toni Cabal / Drops,,"Italian bergamot, Mugwort, Smoky notes","Madagascan clove, Texas cedar","Bourbon vanilla, Indian mysore sandalwood","Name: ImChange Brand: Toni Cabal / Drops Main accords:  Top notes: Italian bergamot, Mugwort, Smoky notes Middle notes: Madagascan clove, Texas cedar Base notes: Bourbon vanilla, Indian mysore sandalwood"
103,ImDifferent,Toni Cabal / Drops,,"Cypriol, Tonka bean, Turkish rose","Amber, Chocolate, Labdanum, Woody notes","Bourbon vanilla, Indonesian patchouli","Name: ImDifferent Brand: Toni Cabal / Drops Main accords:  Top notes: Cypriol, Tonka bean, Turkish rose Middle notes: Amber, Chocolate, Labdanum, Woody notes Base notes: Bourbon vanilla, Indonesian patchouli"
104,ImSmart,Toni Cabal / Drops,,"French lavender, Italian bergamot","Iris, Texas cedar","Indonesian patchouli, Java vetiver","Name: ImSmart Brand: Toni Cabal / Drops Main accords:  Top notes: French lavender, Italian bergamot Middle notes: Iris, Texas cedar Base notes: Indonesian patchouli, Java vetiver"
105,ImSpice,Toni Cabal / Drops,,"Bitter orange, Black pepper, French lavender, Pink pepper",Ceylon cinnamon,"Bourbon vanilla, Musk, Thai benzoin","Name: ImSpice Brand: Toni Cabal / Drops Main accords:  Top notes: Bitter orange, Black pepper, French lavender, Pink pepper Middle notes: Ceylon cinnamon Base notes: Bourbon vanilla, Musk, Thai benzoin"
106,ImSpirit,Toni Cabal / Drops,,"Black pepper, Frankincense, Key lime","Madagascan clove, Marine notes","Indian mysore sandalwood, Musk","Name: ImSpirit Brand: Toni Cabal / Drops Main accords:  Top notes: Black pepper, Frankincense, Key lime Middle notes: Madagascan clove, Marine notes Base notes: Indian mysore sandalwood, Musk"
107,ImWild,Toni Cabal / Drops,,"Ginger, Guatemala cardamom, Italian bergamot, Ozonic notes","Amber, Virginia cedar, Woody notes",Indian mysore sandalwood,"Name: ImWild Brand: Toni Cabal / Drops Main accords:  Top notes: Ginger, Guatemala cardamom, Italian bergamot, Ozonic notes Middle notes: Amber, Virginia cedar, Woody notes Base notes: Indian mysore sandalwood"
108,iW - Praline & Vanilla,Yntenzo,,"Bergamot, Lemon, Mandarin orange","Blackcurrant, Iris, Peach, Rose","Musk, Patchouli","Name: iW - Praline & Vanilla Brand: Yntenzo Main accords:  Top notes: Bergamot, Lemon, Mandarin orange Middle notes: Blackcurrant, Iris, Peach, Rose Base notes: Musk, Patchouli"
109,jW - Ginger & Tuberose,Yntenzo,,"Ginger, Green notes, Mandarin orange","Cedar, Coconut, Tuberose","Amber, Sandalwood, Vanilla","Name: jW - Ginger & Tuberose Brand: Yntenzo Main accords:  Top notes: Ginger, Green notes, Mandarin orange Middle notes: Cedar, Coconut, Tuberose Base notes: Amber, Sandalwood, Vanilla"
110,kW - Iris & Musk,Yntenzo,,"Bergamot, Lemon, Mandarin orange","Blackcurrant, Iris, Peach, Rose","Musk, Patchouli","Name: kW - Iris & Musk Brand: Yntenzo Main accords:  Top notes: Bergamot, Lemon, Mandarin orange Middle notes: Blackcurrant, Iris, Peach, Rose Base notes: Musk, Patchouli"
111,La Isla Blanca Ramón Monegal 2018 Eau de Toilette,Ramón Monegal,"Fresh, Floral, Aquatic, Citrus, Spicy","Aldehydes, Aniseed, Ginger","Heliotrope, Almond blossom, Jasmine, Salty notes","White musk, Tonka bean, Patchouli","Name: La Isla Blanca Ramón Monegal 2018 Eau de Toilette Brand: Ramón Monegal Main accords: Fresh, Floral, Aquatic, Citrus, Spicy Top notes: Aldehydes, Aniseed, Ginger Middle notes: Heliotrope, Almond blossom, Jasmine, Salty notes Base notes: White musk, Tonka bean, Patchouli"
112,La Isla Blanca Ramón Monegal 2022 Eau de Parfum,Ramón Monegal,"Sweet, Fresh, Floral, Citrus, Spicy","Pine needle, Blackcurrant, Date","Ylang-ylang, Almond blossom, Heliotrope","Frankincense, Gaiac wood, Sandalwood","Name: La Isla Blanca Ramón Monegal 2022 Eau de Parfum Brand: Ramón Monegal Main accords: Sweet, Fresh, Floral, Citrus, Spicy Top notes: Pine needle, Blackcurrant, Date Middle notes: Ylang-ylang, Almond blossom, Heliotrope Base notes: Frankincense, Gaiac wood, Sandalwood"
113,Midsummer Deep Fougère,Zara,"Spicy, Woody, Fresh, Fougère, Green",,,,"Name: Midsummer Deep Fougère Brand: Zara Main accords: Spicy, Woody, Fresh, Fougère, Green Top notes:  Middle notes:  Base notes: "
114,Midsummer Orange Zest,Zara,"Citrus, Fresh, Fruity, Green, Spicy",,,,"Name: Midsummer Orange Zest Brand: Zara Main accords: Citrus, Fresh, Fruity, Green, Spicy Top notes:  Middle notes:  Base notes: "
115,Sunset Café,Ramón Monegal,"Sweet, Aquatic, Fresh, Spicy, Woody","Coconut, Coffee, Kelp","Jasmine, Rose, Strawberry","Amberwood, Musk, Oakmoss","Name: Sunset Café Brand: Ramón Monegal Main accords: Sweet, Aquatic, Fresh, Spicy, Woody Top notes: Coconut, Coffee, Kelp Middle notes: Jasmine, Rose, Strawberry Base notes: Amberwood, Musk, Oakmoss"
116,Tank Custom for Her,Replay,"Sweet, Floral, Fruity, Oriental, Gourmand",,,,"Name: Tank Custom for Her Brand: Replay Main accords: Sweet, Floral, Fruity, Oriental, Gourmand Top notes:  Middle notes:  Base notes: "
117,Tank Custom for Him,Replay,"Spicy, Sweet, Woody, Fruity, Citrus","Ginger, Yuzu, Bergamot, Cardamom, Elemi resin","Plum, Aniseed, Jasmine, Lavender, Patchouli, Vetiver","Amber, Musk, Sandalwood, Tonka bean","Name: Tank Custom for Him Brand: Replay Main accords: Spicy, Sweet, Woody, Fruity, Citrus Top notes: Ginger, Yuzu, Bergamot, Cardamom, Elemi resin Middle notes: Plum, Aniseed, Jasmine, Lavender, Patchouli, Vetiver Base notes: Amber, Musk, Sandalwood, Tonka bean"
118,Tank for Her,Replay,"Synthetic, Gourmand, Powdery, Fruity, Floral","Bitter orange, Apple","Tuberose, Jasmine, Rose","Sandalwood, Musk, Vanilla praliné","Name: Tank for Her Brand: Replay Main accords: Synthetic, Gourmand, Powdery, Fruity, Floral Top notes: Bitter orange, Apple Middle notes: Tuberose, Jasmine, Rose Base notes: Sandalwood, Musk, Vanilla praliné"
119,Tank for Him,Replay,"Fresh, Fruity, Aquatic, Green","Bergamot, Cardamom, Mandarin orange, Tea","Ginger, Jasmine, Mint","Leathery notes, Cedarwood, Musk, Tonka bean","Name: Tank for Him Brand: Replay Main accords: Fresh, Fruity, Aquatic, Green Top notes: Bergamot, Cardamom, Mandarin orange, Tea Middle notes: Ginger, Jasmine, Mint Base notes: Leathery notes, Cedarwood, Musk, Tonka bean"
120,Tank Plate for Her,Replay,"Fruity, Synthetic, Sweet","Almond, Freesia, Red fruits","Iris, Jasmine, Peach","Amber, Sandalwood, Tonka bean, Vanilla","Name: Tank Plate for Her Brand: Replay Main accords: Fruity, Synthetic, Sweet Top notes: Almond, Freesia, Red fruits Middle notes: Iris, Jasmine, Peach Base notes: Amber, Sandalwood, Tonka bean, Vanilla"
121,Tank Plate for Him,Replay,"Fresh, Sweet, Woody, Spicy, Citrus","Pineapple, Grapefruit, Cardamom","Birch leaf, Lavender","Musk, Oak wood, Patchouli, Sandalwood, Tonka bean","Name: Tank Plate for Him Brand: Replay Main accords: Fresh, Sweet, Woody, Spicy, Citrus Top notes: Pineapple, Grapefruit, Cardamom Middle notes: Birch leaf, Lavender Base notes: Musk, Oak wood, Patchouli, Sandalwood, Tonka bean"
122,Together,Arts&Scents,,"Galbanum, Mandarin orange, Zenthorium","Apple, Jasmine","Musk, Brine","Name: Together Brand: Arts&Scents Main accords:  Top notes: Galbanum, Mandarin orange, Zenthorium Middle notes: Apple, Jasmine Base notes: Musk, Brine"
123,TrendyPink,Nike,,"Bergamot, Blackcurrant, Peach, Pepper, Rose","Jasmine, Orange, Violet","Heliotrope, Musk, Patchouli, Sandalwood, Vanilla","Name: TrendyPink Brand: Nike Main accords:  Top notes: Bergamot, Blackcurrant, Peach, Pepper, Rose Middle notes: Jasmine, Orange, Violet Base notes: Heliotrope, Musk, Patchouli, Sandalwood, Vanilla"
124,True by Yuya,cy°zone,"Oriental, Powdery, Spicy, Synthetic",,,,"Name: True by Yuya Brand: cy°zone Main accords: Oriental, Powdery, Spicy, Synthetic Top notes:  Middle notes:  Base notes: "
125,TurquoiseVibes,Nike,"Citrus, Spicy, Fresh, Sweet, Fruity","Bergamot, Ginger, Lemon grass","Orange blossom, Pink pepper, Ylang-ylang","Cedarwood, Musk","Name: TurquoiseVibes Brand: Nike Main accords: Citrus, Spicy, Fresh, Sweet, Fruity Top notes: Bergamot, Ginger, Lemon grass Middle notes: Orange blossom, Pink pepper, Ylang-ylang Base notes: Cedarwood, Musk"
126,Urbano,Natura,,"Aquatic notes, Cardamom, Ginger, Grapefruit, Mandarin orange, Pink pepper","Akigalawood®, Juniper, Lavender, Nutmeg, Rosemary","Amber, Cedar, Musk, Patchouli","Name: Urbano Brand: Natura Main accords:  Top notes: Aquatic notes, Cardamom, Ginger, Grapefruit, Mandarin orange, Pink pepper Middle notes: Akigalawood®, Juniper, Lavender, Nutmeg, Rosemary Base notes: Amber, Cedar, Musk, Patchouli"
127,Urbano Noite,Natura,"Fougère, Spicy, Sweet",,,,"Name: Urbano Noite Brand: Natura Main accords: Fougère, Spicy, Sweet Top notes:  Middle notes:  Base notes: "
128,Urbano Recria,Natura,"Fruity, Spicy, Citrus, Aquatic, Green","Bergamot, Ginger, Grapefruit, Herbs","Blossoms, Lavender, Woods","Cedar, Musk, Sandalwood","Name: Urbano Recria Brand: Natura Main accords: Fruity, Spicy, Citrus, Aquatic, Green Top notes: Bergamot, Ginger, Grapefruit, Herbs Middle notes: Blossoms, Lavender, Woods Base notes: Cedar, Musk, Sandalwood"
129,Vafa Moka,1973,"Fresh, Citrus, Fruity, Woody, Green","Mandarin orange leaf, Grapefruit, Marine notes, XylophazQ","Lavender, Nutmeg, Peppermint, Watermelon, Stench","White musk, Amber, Bourbon vetiver, Cedar, Funk","Name: Vafa Moka Brand: 1973 Main accords: Fresh, Citrus, Fruity, Woody, Green Top notes: Mandarin orange leaf, Grapefruit, Marine notes, XylophazQ Middle notes: Lavender, Nutmeg, Peppermint, Watermelon, Stench Base notes: White musk, Amber, Bourbon vetiver, Cedar, Funk"
130,Varensflirt - Candy Dream,Ulric de Varens,"Sweet, Synthetic",,,,"Name: Varensflirt - Candy Dream Brand: Ulric de Varens Main accords: Sweet, Synthetic Top notes:  Middle notes:  Base notes: "
131,Varensflirt - Exotic Sun,Ulric de Varens,"Fruity, Sweet, Fresh, Synthetic, Creamy","Mango, Passion fruit","Lotus, Passion flower, Water lily","Coconut, Musk","Name: Varensflirt - Exotic Sun Brand: Ulric de Varens Main accords: Fruity, Sweet, Fresh, Synthetic, Creamy Top notes: Mango, Passion fruit Middle notes: Lotus, Passion flower, Water lily Base notes: Coconut, Musk"
132,Varensflirt - Mojito Love,Ulric de Varens,"Citrus, Fresh, Sweet, Fruity, Green","Mint, Lime zest, Ice accord, Cane sugar","Blossoms, Coconut water","Musk, Sugar","Name: Varensflirt - Mojito Love Brand: Ulric de Varens Main accords: Citrus, Fresh, Sweet, Fruity, Green Top notes: Mint, Lime zest, Ice accord, Cane sugar Middle notes: Blossoms, Coconut water Base notes: Musk, Sugar"
133,Varensflirt - Musk Sexy,Ulric de Varens,"Sweet, Powdery, Synthetic, Woody, Fresh",,,,"Name: Varensflirt - Musk Sexy Brand: Ulric de Varens Main accords: Sweet, Powdery, Synthetic, Woody, Fresh Top notes:  Middle notes:  Base notes: "
134,Varensflirt - Vanilla Darling,Ulric de Varens,"Gourmand, Synthetic, Sweet",,,,"Name: Varensflirt - Vanilla Darling Brand: Ulric de Varens Main accords: Gourmand, Synthetic, Sweet Top notes:  Middle notes:  Base notes: "
135,ViralBlue,Nike,,"Bergamot, Cardamom, Elemi resin, Orange","Frankincense, Lavender, Myrrh","Moss, Papyrus, Vanilla, Vetiver","Name: ViralBlue Brand: Nike Main accords:  Top notes: Bergamot, Cardamom, Elemi resin, Orange Middle notes: Frankincense, Lavender, Myrrh Base notes: Moss, Papyrus, Vanilla, Vetiver"
136,What Matters Is Inside - Italy,Jovoy,"Resinous, Spicy, Woody, Floral, Citrus","Aniseed, Bergamot, White blossoms","Pink pepper, Ylang-ylang, Italian iris","Woody notes, Musk, Amber","Name: What Matters Is Inside - Italy Brand: Jovoy Main accords: Resinous, Spicy, Woody, Floral, Citrus Top notes: Aniseed, Bergamot, White blossoms Middle notes: Pink pepper, Ylang-ylang, Italian iris Base notes: Woody notes, Musk, Amber"
